datetime,price,temp,wind_speed,hour,day_of_week,day_of_month,month,week_of_year,quarter,year,season,is_weekend,is_peak_hour,is_night_hour,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,week_of_year_sin,week_of_year_cos,is_holiday,is_non_working,price_lag_1h,price_lag_2h,price_lag_3h,price_lag_6h,price_lag_12h,price_lag_24h,price_lag_48h,price_lag_168h,price_rolling_mean_24h,price_rolling_std_24h,price_rolling_min_24h,price_rolling_max_24h,price_rolling_mean_168h,temp_rolling_mean_24h,HDD,wind_power_proxy,temp_lag_24h,temp_lag_168h
2023-01-01 20:00:00,53.63,-2.433333333333333,13.5,20,6,1,1,52,1,2023,1,1,1,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,6.432490598706546e-16,1.0,1,1,54.23,46.03,36.54,5.68,0.53,,,,,,,,,,19.433333333333334,2197.0,,
2023-01-01 21:00:00,48.05,-2.8666666666666667,12.366666666666667,21,6,1,1,52,1,2023,1,1,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,6.432490598706546e-16,1.0,1,1,53.63,54.23,46.03,17.71,2.03,,,,,,,,,,19.866666666666667,1891.2892962962965,,
2023-01-01 22:00:00,44.68,-2.6833333333333336,11.55,22,6,1,1,52,1,2023,1,1,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,6.432490598706546e-16,1.0,1,1,48.05,53.63,54.23,24.11,3.1,,,,,,,,,,19.683333333333334,1540.7988750000002,,
2023-01-01 23:00:00,45.96,-2.533333333333333,9.933333333333334,23,6,1,1,52,1,2023,1,1,0,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,6.432490598706546e-16,1.0,1,1,44.68,48.05,53.63,36.54,4.43,,,,,,,,,,19.53333333333333,980.1330370370371,,
2023-01-02 00:00:00,35.0,-2.216666666666667,8.883333333333333,0,0,2,1,1,1,2023,1,0,0,1,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,45.96,44.68,48.05,46.03,6.06,4.84,,,16.977083333333333,20.67849155190772,0.05,54.23,,-0.002083333333333326,19.21666666666667,701.015912037037,4.433333333333334,
2023-01-02 01:00:00,57.91,-2.1333333333333333,7.733333333333333,1,0,2,1,1,1,2023,1,0,0,1,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,35.0,45.96,44.68,54.23,6.06,2.01,,,18.23375,20.82475112070083,0.05,54.23,,-0.2791666666666667,19.133333333333333,462.4877037037037,4.1000000000000005,
2023-01-02 02:00:00,51.67,-2.5,6.616666666666667,2,0,2,1,1,1,2023,1,0,0,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,57.91,35.0,45.96,53.63,5.68,1.38,,,20.562916666666666,22.022923132434112,0.05,57.91,,-0.5388888888888889,19.5,289.6795046296297,3.8,
2023-01-02 03:00:00,52.86,-2.35,6.533333333333334,3,0,2,1,1,1,2023,1,0,0,1,0.7071067811865476,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,51.67,57.91,35.0,48.05,17.71,0.09,,,22.65833333333333,22.505553066756207,0.05,57.91,,-0.8013888888888889,19.35,278.8717037037038,3.616666666666666,
2023-01-02 04:00:00,44.16,-2.1833333333333336,5.016666666666667,4,0,2,1,1,1,2023,1,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,52.86,51.67,57.91,44.68,24.11,0.08,,,24.857083333333332,22.780885480970696,0.05,57.91,,-1.05,19.183333333333334,126.25417129629629,2.516666666666667,
2023-01-02 05:00:00,50.08,-2.6666666666666665,6.216666666666666,5,0,2,1,1,1,2023,1,0,0,1,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,44.16,52.86,51.67,45.96,36.54,0.05,,,26.693749999999998,22.47125657996474,0.05,57.91,,-1.2458333333333333,19.666666666666668,240.2551712962962,1.8833333333333333,
2023-01-02 06:00:00,70.73,-2.75,5.716666666666666,6,0,2,1,1,1,2023,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,50.08,44.16,52.86,35.0,46.03,0.08,,,28.778333333333332,22.211194918557283,0.08,57.91,,-1.4354166666666668,19.75,186.82225462962955,1.45,
2023-01-02 07:00:00,102.56,-3.3000000000000003,6.183333333333334,7,0,2,1,1,1,2023,1,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,70.73,50.08,44.16,57.91,54.23,0.09,,,31.722083333333334,22.912999154489206,0.09,70.73,,-1.6104166666666668,20.3,236.41116203703706,0.9166666666666666,
2023-01-02 08:00:00,138.19,-3.4333333333333336,5.666666666666667,8,0,2,1,1,1,2023,1,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,102.56,70.73,50.08,51.67,53.63,0.53,,,35.99166666666667,26.08934876229339,0.53,102.56,,-1.7861111111111112,20.433333333333334,181.962962962963,0.1833333333333333,
2023-01-02 09:00:00,145.98,-4.5,4.816666666666666,9,0,2,1,1,1,2023,1,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,138.19,102.56,70.73,52.86,48.05,2.03,,,41.7275,32.33817198592561,2.03,138.19,,-1.9368055555555557,21.5,111.74800462962962,-0.85,
2023-01-02 10:00:00,147.05,-4.933333333333334,5.9,10,0,2,1,1,1,2023,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,145.98,138.19,102.56,44.16,44.68,3.1,,,47.72541666666667,37.57989263227907,3.1,145.98,,-2.088888888888889,21.933333333333334,205.37900000000005,-0.9833333333333334,
2023-01-02 11:00:00,145.61,-4.233333333333333,3.333333333333333,11,0,2,1,1,1,2023,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,147.05,145.98,138.19,50.08,45.96,4.43,,,53.72333333333333,41.43735792595924,4.43,147.05,,-2.2534722222222223,21.233333333333334,37.037037037037024,-1.0166666666666666,
2023-01-02 12:00:00,143.35,-3.8166666666666655,3.15,12,0,2,1,1,1,2023,1,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,145.61,147.05,145.98,70.73,35.0,6.06,,,59.60583333333333,44.072613986728626,5.68,147.05,,-2.3875,20.816666666666666,31.255874999999996,-0.7333333333333334,
2023-01-02 13:00:00,144.38,-3.65,3.883333333333333,13,0,2,1,1,1,2023,1,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,143.35,145.61,147.05,102.56,57.91,6.06,,,65.32625,45.700187975305525,5.68,147.05,,-2.515972222222222,20.65,58.561745370370346,0.05,
2023-01-02 14:00:00,143.76,-3.35,5.2,14,0,2,1,1,1,2023,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,144.38,143.35,145.61,138.19,51.67,5.68,,,71.08958333333332,46.61381018345143,5.68,147.05,,-2.670138888888889,20.35,140.608,-0.3166666666666666,
2023-01-02 15:00:00,148.2,-2.9,3.65,15,0,2,1,1,1,2023,1,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,143.76,144.38,143.35,145.98,52.86,17.71,,,76.84291666666665,46.71078615584521,17.71,147.05,,-2.796527777777778,19.9,48.627125,-1.0166666666666666,
2023-01-02 16:00:00,155.34,-3.016666666666667,3.933333333333333,16,0,2,1,1,1,2023,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,148.2,143.76,144.38,147.05,44.16,24.11,,,82.28,47.12116205107294,24.11,148.2,,-2.875,20.016666666666666,60.853037037037026,-1.4833333333333334,
2023-01-02 17:00:00,162.89,-2.316666666666667,3.783333333333333,17,0,2,1,1,1,2023,1,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,155.34,148.2,143.76,145.61,50.08,36.54,,,87.74791666666665,47.68818557354746,35.0,155.34,,-2.9388888888888887,19.316666666666666,54.153162037037035,-1.75,
2023-01-02 18:00:00,170.0,-1.8,2.85,18,0,2,1,1,1,2023,1,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,162.89,155.34,148.2,143.35,70.73,46.03,,,93.0125,48.75165631522953,35.0,162.89,,-2.9625000000000004,18.8,23.149125,-2.0500000000000003,
2023-01-02 19:00:00,174.74,-1.1666666666666667,2.9166666666666665,19,0,2,1,1,1,2023,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,170.0,162.89,155.34,144.38,102.56,54.23,,,98.17791666666665,50.10598115639415,35.0,170.0,,-2.952083333333334,18.166666666666668,24.811921296296294,-2.283333333333333,
2023-01-02 20:00:00,164.46,-0.4666666666666666,3.75,20,0,2,1,1,1,2023,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,174.74,170.0,162.89,143.76,138.19,53.63,,,103.19916666666667,51.528479834533925,35.0,174.74,,-2.9055555555555554,17.466666666666665,52.734375,-2.433333333333333,
2023-01-02 21:00:00,153.0,-0.2333333333333333,3.6666666666666665,21,0,2,1,1,1,2023,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,164.46,174.74,170.0,148.2,145.98,48.05,,,107.81708333333334,51.85817662073681,35.0,174.74,,-2.823611111111111,17.233333333333334,49.29629629629629,-2.8666666666666667,
2023-01-02 22:00:00,141.67,-0.1833333333333333,3.283333333333333,22,0,2,1,1,1,2023,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,153.0,164.46,174.74,155.34,147.05,44.68,,,112.19,51.0173351612618,35.0,174.74,,-2.7138888888888886,17.183333333333334,35.39524537037037,-2.6833333333333336,
2023-01-02 23:00:00,131.67,-0.15,4.05,23,0,2,1,1,1,2023,1,0,0,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,141.67,153.0,164.46,162.89,145.61,45.96,,,116.23125,49.24790203542991,35.0,174.74,,-2.609722222222222,17.15,66.43012499999999,-2.533333333333333,
2023-01-03 00:00:00,118.06,-0.5166666666666666,4.233333333333333,0,1,3,1,1,1,2023,1,0,0,1,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,131.67,141.67,153.0,170.0,143.35,35.0,4.84,,119.80250000000001,46.98630663150236,35.0,174.74,,-2.5104166666666665,17.516666666666666,75.86603703703705,-2.216666666666667,
2023-01-03 01:00:00,78.81,-0.8500000000000001,3.683333333333333,1,1,3,1,1,1,2023,1,0,0,1,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,118.06,131.67,141.67,174.74,144.38,57.91,2.01,,123.26333333333334,43.389797805742134,44.16,174.74,,-2.439583333333333,17.85,49.97157870370369,-2.1333333333333333,
2023-01-03 02:00:00,73.93,-0.8666666666666667,3.3000000000000003,2,1,3,1,1,1,2023,1,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,78.81,118.06,131.67,164.46,143.76,51.67,1.38,,124.13416666666667,42.21495458459841,44.16,174.74,,-2.386111111111111,17.866666666666667,35.93700000000001,-2.5,
2023-01-03 03:00:00,73.94,-0.4833333333333333,3.35,3,1,3,1,1,1,2023,1,0,0,1,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,73.93,78.81,118.06,153.0,148.2,52.86,0.09,,125.06166666666667,40.77355906516595,44.16,174.74,,-2.3180555555555555,17.483333333333334,37.595375000000004,-2.35,
2023-01-03 04:00:00,71.44,-0.5833333333333334,2.4166666666666665,4,1,3,1,1,1,2023,1,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,73.94,73.93,78.81,141.67,155.34,44.16,0.08,,125.94,39.35288542539599,44.16,174.74,,-2.2402777777777776,17.583333333333332,14.114004629629626,-2.1833333333333336,
2023-01-03 05:00:00,72.33,-0.85,3.233333333333333,5,1,3,1,1,1,2023,1,0,0,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,71.44,73.94,73.93,131.67,162.89,50.08,0.05,,127.07666666666667,37.22447414487295,50.08,174.74,,-2.173611111111111,17.85,33.80270370370369,-2.6666666666666665,
2023-01-03 06:00:00,77.14,-0.8333333333333334,2.5,6,1,3,1,1,1,2023,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,72.33,71.44,73.94,118.06,170.0,70.73,0.08,,128.00375,35.458669855689436,70.73,174.74,,-2.097916666666667,17.833333333333332,15.625,-2.75,
