"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]"
"Vantaa Helsinki-Vantaa airport","2023","3","19","20:00","1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","19","20:10","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","19","20:20","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","19","20:30","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","19","20:40","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","19","20:50","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","19","21:00","1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","19","21:10","1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","19","21:20","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","19","21:30","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","19","21:40","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","19","21:50","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","19","22:00","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","19","22:10","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","19","22:20","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","19","22:30","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","19","22:40","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","19","22:50","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","19","23:00","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","19","23:10","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","19","23:20","0"
"Vantaa Helsinki-Vantaa airport","2023","3","19","23:30","-0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","19","23:40","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","19","23:50","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","20","00:00","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","00:10","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","20","00:20","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","20","00:30","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","00:40","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","00:50","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","01:00","0"
"Vantaa Helsinki-Vantaa airport","2023","3","20","01:10","0"
"Vantaa Helsinki-Vantaa airport","2023","3","20","01:20","0"
"Vantaa Helsinki-Vantaa airport","2023","3","20","01:30","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","01:40","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","20","01:50","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","02:00","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","02:10","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","02:20","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","02:30","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","02:40","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","02:50","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","03:00","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","03:10","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","03:20","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","03:30","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","03:40","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","03:50","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","04:00","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","04:10","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","04:20","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","04:30","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","04:40","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","04:50","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","05:00","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","05:10","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","05:20","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","05:30","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","05:40","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","05:50","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","06:00","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","06:10","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","06:20","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","06:30","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","06:40","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","06:50","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","07:00","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","07:10","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","07:20","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","07:30","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","07:40","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","07:50","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","08:00","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","08:10","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","08:20","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","08:30","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","08:40","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","08:50","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","09:00","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","09:10","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","09:20","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","09:30","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","09:40","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","09:50","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","10:00","1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","10:10","1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","10:20","1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","10:30","1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","10:40","1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","10:50","1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","11:00","1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","11:10","1.3"
"Vantaa Helsinki-Vantaa airport","2023","3","20","11:20","1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","11:30","1.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","11:40","1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","11:50","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","12:00","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","12:10","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","12:20","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","12:30","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","12:40","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","12:50","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","13:00","2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","13:10","2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","13:20","2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","13:30","2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","13:40","2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","13:50","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","14:00","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","14:10","2.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","14:20","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","14:30","2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","14:40","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","14:50","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","15:00","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","15:10","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","15:20","2.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","15:30","2.3"
"Vantaa Helsinki-Vantaa airport","2023","3","20","15:40","2.3"
"Vantaa Helsinki-Vantaa airport","2023","3","20","15:50","2.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","16:00","2.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","16:10","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","16:20","2.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","16:30","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","16:40","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","16:50","2.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","17:00","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","17:10","2.5"
"Vantaa Helsinki-Vantaa airport","2023","3","20","17:20","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","17:30","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","17:40","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","17:50","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","18:00","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","18:10","2.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","18:20","2.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","18:30","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","18:40","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","18:50","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","19:00","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","19:10","2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","19:20","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","19:30","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","19:40","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","19:50","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","20:00","1.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","20:10","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","20:20","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","20:30","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","20:40","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","20:50","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","21:00","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","21:10","1.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","21:20","1.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","21:30","1.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","21:40","1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","21:50","1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","20","22:00","1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","22:10","1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","20","22:20","1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","20","22:30","1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","20","22:40","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","22:50","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","20","23:00","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","20","23:10","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","23:20","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","23:30","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","23:40","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","20","23:50","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","00:00","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","00:10","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","00:20","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","00:30","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","00:40","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","00:50","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","01:00","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","01:10","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","01:20","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","01:30","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","01:40","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","01:50","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","02:00","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","02:10","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","02:20","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","02:30","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","02:40","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","02:50","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","03:00","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","03:10","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","03:20","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","03:30","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","03:40","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","03:50","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","04:00","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","04:10","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","04:20","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","04:30","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","04:40","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","04:50","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","05:00","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","05:10","0"
"Vantaa Helsinki-Vantaa airport","2023","3","21","05:20","-0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","05:30","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","05:40","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","05:50","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","06:00","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","06:10","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","06:20","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","06:30","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","06:40","-1.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","06:50","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","07:00","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","07:10","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","07:20","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","07:30","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","07:40","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","07:50","-1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","08:00","-1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","08:10","-1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","08:20","-1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","08:30","-1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","08:40","-0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","08:50","-0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","09:00","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","09:10","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","09:20","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","09:30","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","09:40","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","09:50","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","10:00","0"
"Vantaa Helsinki-Vantaa airport","2023","3","21","10:10","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","10:20","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","10:30","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","10:40","0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","10:50","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","11:00","1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","11:10","1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","11:20","1.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","11:30","1.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","11:40","1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","11:50","1.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","12:00","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","12:10","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","12:20","2.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","12:30","2.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","12:40","3.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","12:50","3.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","13:00","4.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","13:10","4.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","13:20","4.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","13:30","4.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","13:40","4.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","13:50","4.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","14:00","5.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","14:10","5.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","14:20","5.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","14:30","5.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","14:40","5.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","14:50","5.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","15:00","5.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","15:10","5.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","15:20","4.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","15:30","4.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","15:40","4.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","15:50","5.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","16:00","5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","16:10","5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","16:20","4.7"
"Vantaa Helsinki-Vantaa airport","2023","3","21","16:30","4.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","16:40","4.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","16:50","4.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","17:00","4.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","17:10","4.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","17:20","4.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","17:30","4.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","17:40","4.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","17:50","4.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","18:00","3.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","18:10","3.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","18:20","3.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","18:30","3.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","18:40","3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","18:50","2.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","19:00","2.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","19:10","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","19:20","2.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","19:30","2.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","19:40","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","19:50","2.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","20:00","1.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","20:10","1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","20:20","1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","20:30","1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","20:40","0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","20:50","0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","21","21:00","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","21:10","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","21:20","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","21:30","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","21:40","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","21:50","0"
"Vantaa Helsinki-Vantaa airport","2023","3","21","22:00","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","21","22:10","-0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","22:20","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","21","22:30","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","21","22:40","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","21","22:50","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","23:00","-1.5"
"Vantaa Helsinki-Vantaa airport","2023","3","21","23:10","-1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","23:20","-1.6"
"Vantaa Helsinki-Vantaa airport","2023","3","21","23:30","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","23:40","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","21","23:50","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","00:00","-1.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","00:10","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","00:20","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","00:30","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","00:40","-1.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","00:50","-1.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","01:00","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","01:10","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","01:20","-1.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","01:30","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","01:40","-1.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","01:50","-1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","02:00","-1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","02:10","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","22","02:20","-0.9"
"Vantaa Helsinki-Vantaa airport","2023","3","22","02:30","-0.8"
"Vantaa Helsinki-Vantaa airport","2023","3","22","02:40","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","22","02:50","-0.7"
"Vantaa Helsinki-Vantaa airport","2023","3","22","03:00","-0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","22","03:10","-0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","22","03:20","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","03:30","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","03:40","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","03:50","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","04:00","-0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","04:10","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","04:20","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","04:30","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","04:40","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","04:50","-0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","05:00","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","05:10","-0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","05:20","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","05:30","-0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","05:40","-0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","05:50","0"
"Vantaa Helsinki-Vantaa airport","2023","3","22","06:00","0"
"Vantaa Helsinki-Vantaa airport","2023","3","22","06:10","0"
"Vantaa Helsinki-Vantaa airport","2023","3","22","06:20","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","06:30","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","06:40","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","06:50","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","07:00","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","07:10","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","07:20","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","07:30","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","07:40","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","07:50","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","08:00","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","08:10","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","08:20","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","08:30","0"
"Vantaa Helsinki-Vantaa airport","2023","3","22","08:40","0"
"Vantaa Helsinki-Vantaa airport","2023","3","22","08:50","0.1"
"Vantaa Helsinki-Vantaa airport","2023","3","22","09:00","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","09:10","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","09:20","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","09:30","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","09:40","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","09:50","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","10:00","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","10:10","0.2"
"Vantaa Helsinki-Vantaa airport","2023","3","22","10:20","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","10:30","0.3"
"Vantaa Helsinki-Vantaa airport","2023","3","22","10:40","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","10:50","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","11:00","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","11:10","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","11:20","0.4"
"Vantaa Helsinki-Vantaa airport","2023","3","22","11:30","0.5"
"Vantaa Helsinki-Vantaa airport","2023","3","22","11:40","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","22","11:50","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","22","12:00","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","22","12:10","0.6"
"Vantaa Helsinki-Vantaa airport","2023","3","22","12:20","0.5"
